album,total_m,m_comments,m_ratio,total_comments,m_per_comment,m_per_comment_l95,m_per_comment_user,avg_date,m_over_xM,m_over_xM_rank,Primary Genre
Mastodon-Crack-the-Skye,49,45,1.0888888888888888,3685,0.013297150610583446,0.010418684592428305,0.0166901143335484,2013-03-28,-12.503071319125857,544,Sludge Metal
Anacrusis-Manic-Impressions,4,4,1,636,0.006289308176100629,0.0020812701311213625,0.026096926630219973,2014-01-13,-12.597645336819904,545,Thrash Metal
Ulver-Shadows-of-the-Sun,5,5,1,793,0.006305170239596469,0.0024857261338690423,0.022360241427565195,2013-11-16,-12.7316714520592,546,Experimental
Equilibrium-Sagas,6,6,1,693,0.008658008658008658,0.0038268660000343483,0.027297901209692697,2010-04-12,-12.917445538317038,547,Folk
Cult-of-Luna-and-Julie-Christmas-Mariner,1,1,1,928,0.0010775862068965517,0,0.015149814546092336,2016-09-27,-13.059027898773687,548,Post Metal
Black-Sabbath-Vol.-4,33,33,1,2111,0.015632401705352912,0.011575440799952607,0.02188288895373955,2015-04-26,-13.19477858134419,549,Doom Metal
The-Dillinger-Escape-Plan-Dissociation,9,9,1,1471,0.006118286879673691,0.003259842204278365,0.015289718906562859,2016-12-18,-13.491176511553967,550,Metalcore
Converge-You-Fail-Me,27,27,1,2811,0.0096051227321238,0.006866024258585241,0.014428101154405008,2014-03-31,-13.557392345032477,551,Metalcore
Mayhem-De-Mysteriis-Dom-Sathanas,70,66,1.0606060606060606,2497,0.02803364036844213,0.022928579755814787,0.03346329413643175,2014-06-16,-13.557845458670089,552,Black Metal
Mudvayne-L.D.-50,0,0,NaN,1113,0,0,0.0125025741099562,2015-05-18,-13.91536498438125,553,Nu-metal
Deathspell-Omega-Paracletus,26,22,1.1818181818181819,1735,0.014985590778097982,0.010648066614775069,0.023107210395010028,2014-12-30,-14.0910100353424,554,Black Metal
Ne-Obliviscaris-Portal-of-I,18,13,1.3846153846153846,1425,0.01263157894736842,0.008309992829380875,0.023065657319766307,2013-12-08,-14.868561680666987,555,Progressive Metal
Queensryche-Operation-Mindcrime,10,10,1,675,0.014814814814814815,0.008236652719890524,0.037008430596080166,2016-02-05,-14.980690652354111,556,Progressive Metal
Isis-Oceanic,10,8,1.25,1740,0.005747126436781609,0.003183949255740234,0.014360313380251276,2016-03-04,-14.98694528163722,557,Post Metal
Isis-Panopticon,7,7,1,1413,0.004953998584571833,0.002366042509614372,0.015624837775604075,2016-01-14,-15.077895776928557,558,Post Metal
Opeth-Damnation,31,25,1.24,1731,0.017908723281340265,0.013130659927455391,0.026683551882703792,2014-07-27,-15.189228308960265,559,Progressive Metal
The-Dillinger-Escape-Plan-Miss-Machine,15,14,1.0714285714285714,1440,0.010416666666666666,0.006545764578339751,0.021283260890205838,2012-11-22,-15.647895681896408,560,Metalcore
Cult-of-Luna-Somewhere-Along-the-Highway,17,16,1.0625,1841,0.009234111895708854,0.005987954961777869,0.017777515068256713,2014-11-21,-15.72840524066061,561,Post Metal
Opeth-Morningrise,34,34,1,1734,0.0196078431372549,0.014596862760408048,0.029039063256127876,2014-05-18,-16.353735686125738,562,Progressive Metal
Deftones-White-Pony,14,14,1,2111,0.006631927996210327,0.004086041957466373,0.014985662909325922,2012-01-26,-17.63473440158702,563,Metal
Death-The-Sound-of-Perseverance,74,63,1.1746031746031746,3081,0.024018175916910096,0.019749512978695566,0.029753563538505116,2014-03-04,-17.670729262134255,564,Death Metal
Warning-Watching-from-a-Distance,17,17,1,1091,0.015582034830430797,0.010119577611353011,0.03297999711880578,2012-12-27,-18.98117685661711,565,Doom Metal
Alice-in-Chains-Dirt,57,57,1,3679,0.015493340581679805,0.012370295931477971,0.02071379805620846,2014-10-08,-19.206063048790924,566,Grunge
Black-Sabbath-Sabbath-Bloody-Sabbath,21,21,1,1504,0.013962765957446808,0.009508698024630509,0.028032708880735238,2014-10-16,-21.1611941566258,567,Doom Metal
Devin-Townsend-Ocean-Machine-Biomech,10,9,1.1111111111111112,1768,0.005656108597285068,0.0031334128517331535,0.017641651333401825,2013-08-31,-21.190439557454425,568,Progressive Rock
Agalloch-Ashes-Against-the-Grain,31,26,1.1923076923076923,1964,0.015784114052953158,0.011569083148613424,0.026707854854548917,2015-07-13,-21.454226934334073,569,Black Metal
Rage-Against-the-Machine-Rage-Against-the-Machine,16,16,1,2223,0.007197480881691408,0.004595252782886022,0.017055165318768356,2014-01-17,-21.913632503622054,570,Metal
Alcest-%C3%89cailles-de-Lune,19,19,1,2210,0.008597285067873304,0.005721550775621469,0.018598039948963207,2014-02-23,-22.101668287208685,571,Shoegaze
Soundgarden-Superunknown,7,7,1,1539,0.004548408057179987,0.0021717939953634583,0.019071371532091246,2015-07-05,-22.35084078788843,572,Grunge
Ulver-Perdition-City,2,2,1,1039,0.0019249278152069298,1.417932983265157e-4,0.023838396027599743,2016-01-23,-22.768093472676135,573,Experimental
Cynic-Focus,54,43,1.255813953488372,3596,0.015016685205784204,0.011911852897908963,0.021825038984107162,2013-01-06,-24.482840186849355,574,Progressive Metal
Dream-Theater-Metropolis-Pt.-2-Scenes-from-a-Memory,21,21,1,2221,0.00945520036019811,0.006433169713106573,0.02055733487147913,2014-06-26,-24.65784074955514,575,Progressive Metal
Neurosis-Through-Silver-in-Blood,84,73,1.1506849315068493,5195,0.01616939364773821,0.013452784009570657,0.02100818509077674,2014-04-10,-25.137521546585152,576,Post Metal
Converge-All-We-Love-We-Leave-Behind,50,47,1.0638297872340425,4755,0.010515247108307046,0.0082575593689513,0.016313006228836746,2013-12-16,-27.568344618118726,577,Metalcore
Enslaved-Axioma-Ethica-Odini,22,17,1.2941176470588236,1638,0.013431013431013432,0.009234729714205372,0.03184165803374083,2011-09-15,-30.15663585926748,578,Black Metal
Converge-Axe-to-Fall,13,13,1,4261,0.0030509270124383947,0.0018384081476973116,0.010800312169161908,2012-06-10,-33.02013015279889,579,Metalcore
Amia-Venera-Landscape-The-Long-Procession,10,10,1,2975,0.0033613445378151263,0.0018604655500788923,0.015334674102010962,2012-12-27,-35.62065545348261,580,Post Hardcore
Opeth-Blackwater-Park,81,68,1.1911764705882353,4147,0.019532191945985048,0.016198790795741172,0.028122562097079175,2015-10-04,-35.624265016587344,581,Progressive Metal
Opeth-Still-Life,80,71,1.1267605633802817,4241,0.01886347559537845,0.01562436038230131,0.0276187539754909,2014-03-11,-37.1311356100569,582,Progressive Metal
The-Dillinger-Escape-Plan-Option-Paralysis,20,20,1,4230,0.004728132387706856,0.003180157039079674,0.014421730042754656,2012-05-05,-41.003918080852195,583,Metalcore
Tool-%C3%86nima,21,20,1.05,3087,0.006802721088435374,0.00462598594688866,0.0208181986466647,2016-09-10,-43.265779222253926,584,Progressive Metal
Cynic-Traced-in-Air,38,33,1.1515151515151516,4114,0.009236752552260573,0.006983948626706921,0.02041005160186935,2012-05-12,-45.96695229009051,585,Progressive Metal
Between-the-Buried-and-Me-Colors,53,50,1.06,8342,0.006353392471829297,0.005023375875236472,0.012238213999076332,2012-04-21,-49.09118118029476,586,Progressive Metal
Deftones-Diamond-Eyes,15,15,1,7789,0.0019257927846963667,0.001207444952280594,0.008494267462693477,2012-01-27,-51.16184926691949,587,Metal
Tool-Lateralus,28,26,1.0769230769230769,4234,0.006613131790269249,0.004755899630646079,0.01970316332387018,2015-11-22,-55.42319351326634,588,Progressive Metal
Agalloch-The-Mantle,55,54,1.0185185185185186,4588,0.011987794245858762,0.009527106889297216,0.024835131216647575,2015-01-17,-58.943582021979076,589,Black Metal
Vektor-Terminal-Redux,92,80,1.15,7093,0.012970534329620753,0.010880016927055921,0.021559271402288815,2016-12-04,-60.91991205643456,590,Thrash Metal
Deftones-Koi-No-Yokan,6,6,1,4760,0.0012605042016806723,5.540063094440609e-4,0.014093650502922304,2014-08-23,-61.08577639391016,591,Metal
Converge-Jane-Doe,129,111,1.162162162162162,16405,0.007863456263334349,0.006781395515125091,0.011970937194742013,2012-11-14,-67.38322467974274,592,Metalcore
The-Dillinger-Escape-Plan-One-of-Us-Is-the-Killer,31,27,1.1481481481481481,4205,0.007372175980975029,0.005396449096808469,0.02365042585080321,2014-01-09,-68.45004070262749,593,Metalcore
